"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","t_centrarchi","t_lynn","t_maritimum","t_mesophilum","t_ovolyticum","t_rebecca","t_soleae","t_sp47","Inference"
"mscL","","Large-conductance mechanosensitive channel","2","2","1","132","8262","150","730","","401","404","402","BIAFHNIK_00190","","","","","","NBFCBFAJ_00237","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0A742"
"znuC","","High-affinity zinc uptake system ATP-binding protein ZnuC","2","2","1","132","2789","150","660","","737","740","738","BIAFHNIK_00233","","","","","","NBFCBFAJ_00724","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O34946"
"traD","","hypothetical protein; Coupling protein TraD","2","3","1.5","132","2031","150","846","","965","1670","1200","","ACNLJPHK_02539	ACNLJPHK_02538","","","","IFMAJOOC_02758","","","ab initio prediction:Prodigal:2.6"
"mntB_1","","Manganese transport system membrane protein MntB","2","2","1","132","2780","150","790","","1031","1121","1076","BIAFHNIK_00234","","","","","","NBFCBFAJ_00726","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q55282"
"group_761","panB","3-methyl-2-oxobutanoate hydroxymethyltransferase","2","2","1","132","5296","150","810","","818","818","818","BIAFHNIK_00243","","","","","","NBFCBFAJ_00739","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9X712"
"group_762","bioB","Biotin synthase","2","2","1","132","5299","150","2661","","1100","1100","1100","BIAFHNIK_00246","","","","","","NBFCBFAJ_00745","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P12996"
"group_763","sucA","2-oxoglutarate dehydrogenase E1 component","2","2","1","132","5308","150","2668","","2726","2726","2726","BIAFHNIK_00255","","","","","","NBFCBFAJ_00756","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFG3"
"group_764","sucB","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex","2","2","1","132","5309","150","2669","","1211","1214","1212","BIAFHNIK_00256","","","","","","NBFCBFAJ_00757","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFG7"
"rpe","","Ribulose-phosphate 3-epimerase","2","2","1","132","8607","150","3381","","656","656","656","BIAFHNIK_00278","","","","","","NBFCBFAJ_00079","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P74061"
"sigW_2","","ECF RNA polymerase sigma factor SigW","2","2","1","132","8661","150","3385","","569","569","569","BIAFHNIK_00281","","","","","","NBFCBFAJ_00077","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q45585"
"group_767","","hypothetical protein","2","2","1","132","5473","150","2142","","626","626","626","BIAFHNIK_00319","","","","","","NBFCBFAJ_00854","","ab initio prediction:Prodigal:2.6"
"group_768","","hypothetical protein","2","2","1","132","5471","150","2145","","440","470","455","BIAFHNIK_00320","","","","","","NBFCBFAJ_00855","","ab initio prediction:Prodigal:2.6"
"group_769","rpsB","30S ribosomal protein S2","2","2","1","132","5523","150","2155","","761","770","765","BIAFHNIK_00330","","","","","","NBFCBFAJ_00866","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21464"
"rebM_2","","Demethylrebeccamycin-D-glucose O-methyltransferase; Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","2","2","1","132","5494","150","2162","","770","800","785","BIAFHNIK_00335","","","","","","NBFCBFAJ_00872","","ab initio prediction:Prodigal:2.6,protein motif:HAMAP:MF_01813"
"alaS","","Alanine--tRNA ligase","2","2","1","132","4899","150","2293","","2627","2627","2627","BIAFHNIK_00356","","","","","","NBFCBFAJ_00905","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O67323"
"group_772","mepM_3","Murein DD-endopeptidase MepM","2","2","1","132","4904","150","2298","","968","1049","1008","BIAFHNIK_00361","","","","","","NBFCBFAJ_00906","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AFS9"
"group_773","aroF","Phospho-2-dehydro-3-deoxyheptonate aldolase","2","2","1","132","1000","150","6413","","1082","1082","1082","BIAFHNIK_00434","","","","","","NBFCBFAJ_00997","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9WYH8"
"group_775","nrnA","Bifunctional oligoribonuclease and PAP phosphatase NrnA","2","2","1","132","3807","150","5999","","1028","1028","1028","BIAFHNIK_00588","","","","","","NBFCBFAJ_01311","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P71615"
"group_776","kdsC","3-deoxy-D-manno-octulosonate 8-phosphate phosphatase KdsC","2","2","1","132","3798","150","5991","","527","527","527","BIAFHNIK_00596","","","","","","NBFCBFAJ_01399","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P67653"
"algA","","Alginate biosynthesis protein AlgA","2","2","1","132","3688","2","10","","1061","1061","1061","","ACNLJPHK_00902","","","","IFMAJOOC_02593","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P07874"
"rpmG2","","50S ribosomal protein L33; 50S ribosomal protein L33 2","2","2","1","132","8492","150","5321","","182","182","182","BIAFHNIK_00743","","","","","IFMAJOOC_01194","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q2FY22"
"group_799","yabJ","2-iminobutanoate/2-iminopropanoate deaminase","2","2","1","132","3573","150","5177","","380","380","380","BIAFHNIK_00799","","","","AGNIMCJO_00584","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37552"
"susC_3","","TonB-dependent receptor SusC; hypothetical protein","2","2","1","132","4738","150","2948","","6071","6566","6318","","","","","","IFMAJOOC_01715","","DIGNGMGA_00203","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q8A1G1"
"group_801","rpmD","50S ribosomal protein L30","2","2","1","132","5652","150","3077","","182","182","182","BIAFHNIK_00817","","","","","","NBFCBFAJ_01245","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AG51"
"group_802","rpsD","30S ribosomal protein S4","2","2","1","132","5788","150","1988","","605","605","605","BIAFHNIK_00823","","","","","","NBFCBFAJ_01251","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P81288"
"group_803","rplQ","50S ribosomal protein L17","2","2","1","132","5649","150","3086","","467","473","470","BIAFHNIK_00825","","","","","","NBFCBFAJ_01253","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AG44"
"group_804","thiC","Phosphomethylpyrimidine synthase","2","2","1","132","5640","150","1972","","1862","1862","1862","BIAFHNIK_00835","","","","","","NBFCBFAJ_01262","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9L9I7"
"group_805","thiH","2-iminoacetate synthase","2","2","1","132","5809","150","1976","","1115","1121","1118","BIAFHNIK_00840","","","","","","NBFCBFAJ_01267","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P30140"
"rlmH","","Ribosomal RNA large subunit methyltransferase H","2","2","1","132","4447","150","5767","","473","473","473","BIAFHNIK_00852","","","","AGNIMCJO_00316","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0C1V0"
"group_808","trmD","tRNA (guanine-N(1)-)-methyltransferase","2","2","1","132","2270","150","1497","","677","677","677","BIAFHNIK_00899","","","","AGNIMCJO_00552","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q6GHJ5"
"group_809","hemH","Ferrochelatase","2","2","1","132","356","150","1489","","1010","1013","1011","BIAFHNIK_00907","","","","AGNIMCJO_00484","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P23871"
"pchR","","Regulatory protein PchR","2","2","1","132","358","150","1448","","887","893","890","BIAFHNIK_00909","","","","AGNIMCJO_00482","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P40883"
"group_812","carB","Carbamoyl-phosphate synthase large chain","2","2","1","132","7741","150","504","","2852","2852","2852","BIAFHNIK_00935","","GIHJJLIL_00100","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P00968"
"group_813","","hypothetical protein","2","2","1","132","7497","150","451","","467","467","467","BIAFHNIK_00939","","","","AGNIMCJO_00688","","","","ab initio prediction:Prodigal:2.6"
"group_814","trmH_2","tRNA (guanosine(18)-2'-O)-methyltransferase","2","2","1","132","7486","150","440","","674","677","675","BIAFHNIK_00940","","","","AGNIMCJO_00677","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q72GI1"
"yrrK","","Putative pre-16S rRNA nuclease","2","2","1","132","1126","150","5730","","410","410","410","BIAFHNIK_00973","","","","AGNIMCJO_00285","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q5SHA1"
"group_817","cca","Multifunctional CCA protein","2","2","1","132","1116","150","4807","","1421","1421","1421","BIAFHNIK_00981","","","","AGNIMCJO_00279","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P06961"
"group_818","recQ_1","ATP-dependent DNA helicase RecQ","2","2","1","132","7053","150","4798","","2195","2198","2196","BIAFHNIK_00997","","","","AGNIMCJO_00262","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P15043"
"group_819","efp","Elongation factor P","2","2","1","132","7090","150","4780","","566","566","566","BIAFHNIK_01006","","","","AGNIMCJO_00245","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WNM3"
"group_821","ilvD","Dihydroxy-acid dehydratase","2","2","1","132","4557","150","1298","","1679","1679","1679","BIAFHNIK_01137","","","","AGNIMCJO_00924","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P9WKJ5"
"group_822","ilvB","Acetolactate synthase large subunit","2","2","1","132","4543","150","1299","","1733","1733","1733","BIAFHNIK_01138","","","","AGNIMCJO_00923","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P37251"
"ilvH","","Acetolactate synthase small subunit","2","2","1","132","4542","150","1300","","518","524","521","BIAFHNIK_01139","","","","AGNIMCJO_00922","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A0QUX7"
"group_824","ilvC","Ketol-acid reductoisomerase (NADP(+))","2","2","1","132","4541","150","1301","","1505","1517","1511","BIAFHNIK_01140","","","","AGNIMCJO_00921","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P05793"
"group_825","lysA","Diaminopimelate decarboxylase","2","2","1","132","7359","150","1348","","1208","1208","1208","BIAFHNIK_01151","","","","AGNIMCJO_00904","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q9KVL7"
"pepT","","Peptidase T","2","2","1","132","7360","150","1347","","1238","1238","1238","BIAFHNIK_01152","","","","AGNIMCJO_00903","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q81WU4"
"smpB","","SsrA-binding protein","2","2","1","132","8038","150","4644","","458","458","458","BIAFHNIK_01223","","","","AGNIMCJO_00091","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:B8H482"
"group_829","nhaP","Na(+)/H(+) antiporter NhaP","2","2","1","132","3209","150","4634","","320","1238","779","BIAFHNIK_01231","","","","AGNIMCJO_00102","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:G3XD29"
"csp","","Cold shock protein","2","2","1","132","3215","150","4624","","464","464","464","BIAFHNIK_01237","","","","AGNIMCJO_00109","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P54584"
"group_831","","hypothetical protein","2","2","1","132","3216","150","4623","","1535","1535","1535","BIAFHNIK_01238","","","","AGNIMCJO_00110","","","","ab initio prediction:Prodigal:2.6"
"algC","","Phosphomannomutase/phosphoglucomutase","2","2","1","132","3282","150","3294","","1391","1478","1434","BIAFHNIK_01253","","","","AGNIMCJO_00186","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q02E40"
"group_833","","hypothetical protein","2","2","1","132","5075","150","2451","","389","389","389","BIAFHNIK_01297","","","","AGNIMCJO_00025","","","","ab initio prediction:Prodigal:2.6"
"aqpZ","","Aquaporin Z","2","2","1","132","7607","150","7965","","686","686","686","BIAFHNIK_01367","","","","AGNIMCJO_00780","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P60844"
"rsmB","","Ribosomal RNA small subunit methyltransferase B","2","2","1","132","6084","150","8006","","1211","1211","1211","BIAFHNIK_01385","","","","AGNIMCJO_00837","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P36929"
"group_838","ychF","Ribosome-binding ATPase YchF","2","2","1","132","6103","150","4086","","1091","1154","1122","BIAFHNIK_01391","","","","AGNIMCJO_00851","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0ABU2"
"group_839","folD","Bifunctional protein FolD protein","2","2","1","132","1563","150","8420","","875","878","876","BIAFHNIK_01396","","","","AGNIMCJO_00053","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q7A697"
"group_840","qrcC","Menaquinone reductase%2C iron-sulfur cluster-binding subunit","2","2","1","132","2439","150","8227","","833","1130","981","BIAFHNIK_01460","","","","AGNIMCJO_00366","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q72E85"
"qrcD","","hypothetical protein; Menaquinone reductase%2C integral membrane subunit","2","2","1","132","2451","150","8228","","1217","1217","1217","BIAFHNIK_01461","","","","AGNIMCJO_00367","","","","ab initio prediction:Prodigal:2.6"
"hisF","","Imidazole glycerol phosphate synthase subunit HisF","2","2","1","132","2349","150","8120","","752","752","752","BIAFHNIK_01486","","","","AGNIMCJO_00881","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q7SIB9"
"typA","","GTP-binding protein TypA/BipA","2","2","1","132","2357","150","8135","","1772","1772","1772","BIAFHNIK_01494","","","","AGNIMCJO_00892","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P32132"
"ftnA_1","","putative bacterial non-heme ferritin","2","2","1","132","681","150","6834","","515","518","516","BIAFHNIK_01524","","","","AGNIMCJO_00422","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P43707"
"rsmI_1","","Ribosomal RNA small subunit methyltransferase I","2","2","1","132","723","150","6811","","704","707","705","BIAFHNIK_01595","","","","AGNIMCJO_00441","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P67087"
"lldD","","L-lactate dehydrogenase","2","2","1","132","7739","150","502","","1151","1151","1151","BIAFHNIK_01606","","GIHJJLIL_00098","","","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P33232"
"group_848","","hypothetical protein","2","2","1","132","7725","150","498","","224","224","224","BIAFHNIK_01610","","","","AGNIMCJO_00656","","","","ab initio prediction:Prodigal:2.6"
"norM","","Multidrug resistance protein NorM","2","2","1","132","7724","150","471","","1394","1394","1394","BIAFHNIK_01611","","","","AGNIMCJO_00657","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O82855"
"spoIIIE","","DNA translocase SpoIIIE","2","2","1","132","7721","150","468","","2444","2918","2681","BIAFHNIK_01614","","","","AGNIMCJO_00660","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P21458"
"group_851","ribBA","Riboflavin biosynthesis protein RibBA","2","2","1","132","7716","150","4256","","1142","1142","1142","BIAFHNIK_01617","","","","AGNIMCJO_00663","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:A5U2B7"
"group_852","mnmA","tRNA-specific 2-thiouridylase MnmA","2","2","1","132","7713","150","4259","","1187","1187","1187","BIAFHNIK_01619","","","","AGNIMCJO_00666","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q99TM8"
"group_853","","hypothetical protein","2","2","1","132","7709","150","4268","","527","527","527","BIAFHNIK_01623","","","","AGNIMCJO_00671","","","","ab initio prediction:Prodigal:2.6"
"group_854","argS","Arginine--tRNA ligase","2","2","1","132","4194","150","4269","","1775","1775","1775","BIAFHNIK_01624","","","","AGNIMCJO_00673","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:Q54869"
"group_855","","putative transcriptional regulatory protein","2","2","1","132","3614","150","4289","","716","716","716","BIAFHNIK_01645","","","","AGNIMCJO_00742","","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:O24970"
"group_858","trkA","Trk system potassium uptake protein TrkA","2","2","1","132","5691","150","3002","","1346","1346","1346","BIAFHNIK_01715","","","","","","NBFCBFAJ_01213","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P0AGI8"
"lagD_1","","Lactococcin-G-processing and transport ATP-binding protein LagD","2","2","1","132","1240","150","1696","","1739","2180","1959","BIAFHNIK_01903","","","","","IFMAJOOC_01902","","","ab initio prediction:Prodigal:2.6,similar to AA sequence:UniProtKB:P59852"
